type,entity_name,location_id,project_id,address_primary,city,state,zip_code,latitude,longitude,technology,upload_speed_anticipated,download_speed_anticipated,,
F,MONROE FIRE DEPARTMENT STATION 3,1310654898,CM61-BEAD-LA-152-2048,3702 BARBADOS BOULEVARD,MONROE,LA,71201,32.55570983886719,-92.11173248,50,1000,1000,,1
S,CLAIBORNE SCHOOL,1310658407,CM61-BEAD-LA-152-2048,1011 WALLACE DEAN RD,WEST MONROE,LA,71291,32.53295135498047,-92.19892883,50,1000,1000,,1
S,LENWIL ELEMENTARY SCHOOL,1310661488,CM61-BEAD-LA-152-2048,112 ARRANT RD,WEST MONROE,LA,71292,32.46638107299805,-92.16223145,50,1000,1000,,1
F,LOUISIANA STATE POLICE - MONROE,1310663739,CM61-BEAD-LA-152-2048,3030 AURORA AVE,MONROE,LA,71201,32.52182388305664,-92.08815002,50,1000,1000,,1
H,GLENWOOD REGIONAL MEDICAL CENTER,1310663840,CM61-BEAD-LA-152-2048,503 MCMILLAN RD,WEST MONROE,LA,71291,32.51266860961914,-92.15664673,50,1000,1000,,1
S,NORTHEAST BAPTIST SCHOOL,1310666305,CM61-BEAD-LA-152-2048,5225 I 20 SERVICE RD,WEST MONROE,LA,71292,32.51003646850586,-92.19023895,50,1000,1000,,1
S,UNIVERSITY OF LOUISIANA AT MONROE,1310668606,CM61-BEAD-LA-152-2048,700 UNIVERSITY AVE,MONROE,LA,71209,32.528961181640625,-92.07598877,50,1000,1000,,1
F,MONROE FIRE DEPARTMENT STATION 4 JACKSON STREET,1310668760,CM61-BEAD-LA-152-2048,300 FORREST AVE,MONROE,LA,71202,32.48060226,-92.10939789,50,1000,1000,,1
S,ROBERT E. LEE JUNIOR HIGH SCHOOL,1310669884,CM61-BEAD-LA-152-2048,1600 N 19TH ST,MONROE,LA,71201,32.52779006958008,-92.11180878,50,1000,1000,,1
L,PARISH OF OUACHITA,1310670869,CM61-BEAD-LA-152-2048,1800 STUBBS AVE,MONROE,LA,71201,32.520050048828125,-92.10820007,50,1000,1000,,1
S,CARVER ELEMENTARY SCHOOL,1310672088,CM61-BEAD-LA-152-2048,1700 ORANGE ST,MONROE,LA,71202,32.497562408447266,-92.0955658,50,1000,1000,,1
S,BERG JONES ELEMENTARY SCHOOL,1310673157,CM61-BEAD-LA-152-2048,3000 BURG JONES LANE,MONROE,LA,71202,32.47270965576172,-92.08973694,50,1000,1000,,1
S,SWARTZ UPPER ELEMENTARY SCHOOL,1310673794,CM61-BEAD-LA-152-2048,400 LINCOLN HILL DR,MONROE,LA,71203,32.56325912475586,-91.99375153,50,1000,1000,,1
S,NEW VISION LEARNING ACADEMY,1310674939,CM61-BEAD-LA-152-2048,507 SWAYZE ST,MONROE,LA,71201,32.51290512084961,-92.08550262,50,1000,1000,,1
F,MONROE FIRE DEPARTMENT STATION 5 BREARD STREET,1310675903,CM61-BEAD-LA-152-2048,3110 BREARD ST,MONROE,LA,71201,32.526058197021484,-92.08420563,50,1000,1000,,1
S,MARTIN LUTHER KING JUNIOR HIGH SCHOOL,1310676115,CM61-BEAD-LA-152-2048,3716 NUTLAND RD,MONROE,LA,71202,32.49366760253906,-92.07543182,50,1000,1000,,1
S,THOMAS JEFFERSON ELEMENTARY,1310689332,CM61-BEAD-LA-152-2048,1001 PECAN ST,MONROE,LA,71202,32.489192962646484,-92.0978241,50,1000,1000,,1
H,WEST MONROE URGENT CARE CENTER,1310691804,CM61-BEAD-LA-152-2048,1416 NATCHITOCHES ST,WEST MONROE,LA,71292,32.495731353759766,-92.13787842,50,1000,1000,,1
S,QUEST SCHOOL,1310692850,CM61-BEAD-LA-152-2048,2401 OLIVER RD,MONROE,LA,71201,32.53782272338867,-92.10657501,50,1000,1000,,1
F,MONROE FIRE DEPARTMENT STATION 6,1310693110,CM61-BEAD-LA-152-2048,2001 FORSYTHE AVE,MONROE,LA,71201,32.53284836,-92.11167908,50,1000,1000,,1
S,BARKDULL FAULK ELEMENTARY SCHOOL,1310693942,CM61-BEAD-LA-152-2048,2110 JACKSON ST,MONROE,LA,71202,32.48265075683594,-92.10973358,50,1000,1000,,1
S,VINTON ELEMENTARY SCHOOL,1305851698,CM61-BEAD-LA-152-2048,1610 HAMPTON ST,VINTON,LA,70668,30.180591583251953,-93.58422089,50,1000,1000,,1
S,M. J. KAUFMAN ELEMENTARY SCHOOL,1305853873,CM61-BEAD-LA-152-2048,301 TEKEL RD,LAKE CHARLES,LA,70607,30.15682601928711,-93.21760559,50,1000,1000,,1
S,LA Delta Community College,1310714628,CM61-BEAD-LA-152-2048,7836 MILLHAVEN RD,MONROE,LA,71203,32.49614496,-92.03220316,50,1000,1000,,1
F,MILTON VOLUNTEER FIRE DEPARTMENT,1304411734,CM61-BEAD-LA-152-2048,1910 SAVOY RD,YOUNGSVILLE,LA,70592,30.094560623168945,-92.05293274,50,1000,1000,,1
S,CHARLES M. BURKE ELEMENTARY SCHOOL,1304413020,CM61-BEAD-LA-152-2048,2845 RIDGE RD,DUSON,LA,70529,30.179458618164062,-92.17417145,50,1000,1000,,1
S,SOUTHSIDE HIGH SCHOOL,1304414921,CM61-BEAD-LA-152-2048,312 ALMONASTER RD,YOUNGSVILLE,LA,70592,30.08942222595215,-91.97067261,50,1000,1000,,1
S,ST. JOHN ELEMENTARY SCHOOL,1305889606,CM61-BEAD-LA-152-2048,5566 ELLIOTT RD,LAKE CHARLES,LA,70605,30.15570831298828,-93.26754761,50,1000,1000,,1
H,CHRISTUS OCHSNER LAKE AREA HOSPITAL,1305798729,CM61-BEAD-LA-152-2048,4200 NELSON RD,LAKE CHARLES,LA,70605,30.180950164794922,-93.25061035,50,1000,1000,,1
F,LAKE CHARLES FIRE DEPARTMENT STATION 7,1305798757,CM61-BEAD-LA-152-2048,2020 TYBEE LANE,LAKE CHARLES,LA,70605,30.179031372070312,-93.25294495,50,1000,1000,,1
S,ALFRED M. BARBE HIGH SCHOOL,1305798794,CM61-BEAD-LA-152-2048,2200 W MCNEESE,LAKE CHARLES,LA,70605,30.175657272338867,-93.25463104,50,1000,1000,,1
L,CALCASIEU PARISH LIBRARY,1305801541,CM61-BEAD-LA-152-2048,301 W CLAUDE ST,LAKE CHARLES,LA,70605,30.18650245666504,-93.22364044,50,1000,1000,,1
S,S. J. WELSH MIDDLE SCHOOL,1305802342,CM61-BEAD-LA-152-2048,1500 W MCNEESE,LAKE CHARLES,LA,70605,30.177072525024414,-93.24384308,50,1000,1000,,1
S,CRESWELL MIDDLE SCHOOL,2000003221,CM61-BEAD-LA-152-2048,1210 E LEO ST,OPELOUSAS,LA,70570,30.52291,-92.07155,50,1000,1000,,1
F,SAINT LANDRY PARISH FIRE PROTECTION DISTRICT 3 STATION 5,2000003241,CM61-BEAD-LA-152-2048,7706 STATE HIGHWAY 31,OPELOUSAS,LA,70570,30.52018,-92.04556,50,1000,1000,,1
S,APOSTOLIC CHRISTIAN ACADEMY,2000003271,CM61-BEAD-LA-152-2048,637 MELANCON ST,OPELOUSAS,LA,70570,30.52702,-92.07135,50,1000,1000,,1
S,"VITA (Volunteer Instructors Teaching Adults), St.Landry Adult Education",2000003280,CM61-BEAD-LA-152-2048,804 N Union St,Opelousas,LA,70570,30.54095,-92.07948,50,1000,1000,,1
F,SABINE PARISH WARDS 3 AND 4 FIRE PROTECTION DISTRICT 1 - MANY STATION 2,2000003307,CM61-BEAD-LA-152-2048,UNITED STATES HIGHWAY 171,MANY,LA,71449,31.56878,-93.48406,50,1000,1000,,1
F,EUNICE FIRE DEPARTMENT STATION 1,2000003346,CM61-BEAD-LA-152-2048,100 W PARK AVE,EUNICE,LA,70535,30.49295,-92.4155,50,1000,1000,,1
S,FLORIEN HIGH SCHOOL,2000003351,CM61-BEAD-LA-152-2048,500 HIGH SCHOOL DR,FLORIEN,LA,71429,31.43739,-93.45837,50,1000,1000,,1
L,VILLAGE OF FISHER,2000003383,CM61-BEAD-LA-152-2048,RAILRD AVE,FISHER,LA,71426,31.49301,-93.46587,50,1000,1000,,1
F,CAJUN COUNTRY VOLUNTEER FIRE DEPARTMENT,1305830694,CM61-BEAD-LA-152-2048,3088 OLD TOWN RD,LAKE CHARLES,LA,70615,30.276790618896484,-93.17009735,50,1000,1000,,1
S,VINTON MIDDLE SCHOOL,1305832891,CM61-BEAD-LA-152-2048,900 HORRIDGE ST,VINTON,LA,70668,30.19736099243164,-93.58189392,50,1000,1000,,1
S,STOCKWELL PLACE ELEMENTARY SCHOOL,1315848601,CM61-BEAD-LA-152-2048,5801 SHED RD,BOSSIER CITY,LA,71111,32.562522888183594,-93.64535522,50,1000,1000,,1
F,VINTON POLICE DEPARTMENT,1305783699,CM61-BEAD-LA-152-2048,1201 HORRIDGE ST,VINTON,LA,70668,30.192237854003906,-93.58104706,50,1000,1000,,1
F,BOSSIER PARISH SHERIFFS OFFICE - VIKING DRIVE - SUBSTATION,1315863504,CM61-BEAD-LA-152-2048,2510 VIKING DR,BOSSIER CITY,LA,71111,32.55464172363281,-93.71910095,50,1000,1000,,1
S,JOHNNY GRAY JONES YOUTH SHELTER & DETENTION CENTER,1315870353,CM61-BEAD-LA-152-2048,4815 SHED RD,BOSSIER CITY,LA,71111,32.54637908935547,-93.66777802,50,1000,1000,,1
H,BOSSIER PARISH HEALTH UNIT,1315873254,CM61-BEAD-LA-152-2048,3022 OLD MINDEN RD,BOSSIER CITY,LA,71112,32.52170944213867,-93.69248199,50,1000,1000,,1
F,CALCASIEU PARISH WARD 6 FIRE PROTECTION DISTRICT,1305873268,CM61-BEAD-LA-152-2048,1271 STATE HIGHWAY 27 N,DEQUINCY,LA,70633,30.480161666870117,-93.43209076,50,1000,1000,,1
F,MCNEESE STATE UNIVERSITY POLICE DEPARTMENT,1305820699,CM61-BEAD-LA-152-2048,4314 RYAN ST,LAKE CHARLES,LA,70605,30.179058074951172,-93.21891022,50,1000,1000,,1
S,GRACE EPISCOPAL SCHOOL,1310637416,CM61-BEAD-LA-152-2048,1400 N 4TH ST,MONROE,LA,71201,32.515296936035156,-92.12415314,50,1000,1000,,1
S,RIVER OAKS SCHOOL,1310643818,CM61-BEAD-LA-152-2048,600 FINKS HIDEAWAY RD,MONROE,LA,71203,32.563533782958984,-92.06005096,50,1000,1000,,1
S,ROBINSON ELEMENTARY SCHOOL,1310643890,CM61-BEAD-LA-152-2048,5101 REDDIX LANE,MONROE,LA,71202,32.452781677246094,-92.08856964,50,1000,1000,,1
H,OUACHITA PARISH HEALTH UNIT,1310644001,CM61-BEAD-LA-152-2048,1650 DESIARD ST,MONROE,LA,71201,32.509376525878906,-92.10276794,50,1000,1000,,1
P,Monroe Housing Authority,1310645813,CM61-BEAD-LA-152-2048,230 DESIARD PLAZA DR,MONROE,LA,71203,32.52465117,-92.04237575,50,1000,1000,,1
L,TEXTBOOK RENTALS,1310650492,CM61-BEAD-LA-152-2048,4008 DESIARD ST STE A,MONROE,LA,71203,32.52543258666992,-92.07295227,50,1000,1000,,1
S,SOUTHSIDE ALTERNATIVE HIGH SCHOOL,1310652627,CM61-BEAD-LA-152-2048,4701 S GRAND ST,MONROE,LA,71202,32.46266555786133,-92.08965302,50,1000,1000,,1
F,LEVEE DISTRICT POLICE,1310658424,CM61-BEAD-LA-152-2048,505 DISTRICT RD,MONROE,LA,71202,32.448490142822266,-92.10982513,50,1000,1000,,1
H,P AND S SURGICAL HOSPITAL,1310659795,CM61-BEAD-LA-152-2048,"312 GRAMMONT ST, STE 101",MONROE,LA,71201,32.50081253051758,-92.11394501,50,1000,1000,,1
S,"LA Delta Community College, Women's Learning Center at Louisiana Baptist Children's Home",1310666455,CM61-BEAD-LA-152-2048,7200 DESIARD ST,MONROE,LA,71203,32.52190211,-92.05048471,50,1000,1000,,1
P,Monroe Housing Authority,1310682963,CM61-BEAD-LA-152-2048,300 HARRISON ST,MONROE,LA,71201,32.50189208984375,-92.11552394,50,1000,1000,,1
H,SPECIALTY HOSPITAL,1310688802,CM61-BEAD-LA-152-2048,"309 JACKSON ST, 7TH FLOOR",MONROE,LA,71201,32.49925231933594,-92.11410522,50,1000,1000,,1
F,MONROE FIRE DEPARTMENT STATION 6 FORSYTHE,1310693111,CM61-BEAD-LA-152-2048,2101 FORSYTHE AVE,MONROE,LA,71201,32.53420639038086,-92.11003113,50,1000,1000,,1
L,CHERYL BRANCH,1310695479,CM61-BEAD-LA-152-2048,2407 N 30TH ST,MONROE,LA,71201,32.53752899169922,-92.08981323,50,1000,1000,,1
F,LAKE CHARLES FIRE DEPARTMENT - CENTRAL STATION,1305783247,CM61-BEAD-LA-152-2048,2808 ENTERPRISE BOULEVARD,LAKE CHARLES,LA,70601,30.203977584838867,-93.20463562,50,1000,1000,,1
S,DEQUINCY MIDDLE SCHOOL,1305785319,CM61-BEAD-LA-152-2048,1603 W FOURTH ST,DEQUINCY,LA,70633,30.44394874572754,-93.45528412,50,1000,1000,,1
L,CALCASIEU PARISH LIBRARY,1305786437,CM61-BEAD-LA-152-2048,107 E FIRST ST,IOWA,LA,70647,30.237031936645508,-93.01280212,50,1000,1000,,1
L,CALCASIEU PARISH LIBRARY,1305786895,CM61-BEAD-LA-152-2048,1402 CENTER ST,VINTON,LA,70668,30.191082000732422,-93.58024597,50,1000,1000,,1
S,F. K. WHITE MIDDLE SCHOOL,1305787595,CM61-BEAD-LA-152-2048,1000 E MCNEESE,LAKE CHARLES,LA,70607,30.175201416015625,-93.20674133,50,1000,1000,,1
S,GILLIS ELEMENTARY SCHOOL,1305790099,CM61-BEAD-LA-152-2048,916 TOPSY RD,LAKE CHARLES,LA,70611,30.30154800415039,-93.21226501,50,1000,1000,,1
S,W.T. LEWIS ELEMENTARY SCHOOL,1315906355,CM61-BEAD-LA-152-2048,4701 MODICA LOTT RD,BOSSIER CITY,LA,71111,32.564327239990234,-93.67827606,50,1000,1000,,1
S,CYPRESS COVE ELEMENTARY SCHOOL,1305824090,CM61-BEAD-LA-152-2048,700 CURRIE DR,SULPHUR,LA,70665,30.19695281982422,-93.38845062,50,1000,1000,,1
F,DEQUINCY VOLUNTEER FIRE DEPARTMENT,1305834782,CM61-BEAD-LA-152-2048,300 HOLLY ST,DEQUINCY,LA,70633,30.451990127563477,-93.43380737,50,1000,1000,,1
S,W. T. HENNING ELEMENTARY SCHOOL,1305835755,CM61-BEAD-LA-152-2048,774 HENNING DR,SULPHUR,LA,70663,30.217666625976562,-93.37192535,50,1000,1000,,1
S,JOHN F. KENNEDY ELEMENTARY SCHOOL,1305837093,CM61-BEAD-LA-152-2048,2001 RUSSELL ST,LAKE CHARLES,LA,70615,30.21232032775879,-93.17529297,50,1000,1000,,1
S,HAUGHTON HIGH SCHOOL,1315853135,CM61-BEAD-LA-152-2048,210 E MCKINLEY ST,HAUGHTON,LA,71037,32.534385681152344,-93.50032806,50,1000,1000,,1
S,PLANTATION PARK ELEMENTARY SCHOOL,1315854351,CM61-BEAD-LA-152-2048,2410 PLANTATION DR,BOSSIER CITY,LA,71111,32.54063034057617,-93.71563721,50,1000,1000,,1
H,"RED RIVER BEHAVIORAL CENTER, LLC",1315854992,CM61-BEAD-LA-152-2048,2800 MELROSE AVE,BOSSIER CITY,LA,71111,32.54598617553711,-93.70423126,50,1000,1000,,1
S,CLARA HALL ACCELERATED SCHOOL,1310689331,CM61-BEAD-LA-152-2048,1000 PLUM ST,MONROE,LA,71202,32.48955535888672,-92.09992981,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,1355459575,CM61-BEAD-LA-152-2048,9701 BAIRD RD,SHREVEPORT,LA,71118,32.390472412109375,-93.80314636,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 7,1355459706,CM61-BEAD-LA-152-2048,751 WILKINSON ST,SHREVEPORT,LA,71104,32.485172271728516,-93.7457428,50,1000,1000,,1
F,CADDO FIRE DISTRICT 2,1355460553,CM61-BEAD-LA-152-2048,4305 N LAKESHORE DR,SHREVEPORT,LA,71107,32.52617645263672,-93.82784271,50,1000,1000,,1
F,SHREVEPORT POLICE DEPARTMENT - CROSS LAKE PATROL,1355463285,CM61-BEAD-LA-152-2048,2900 MUNICIPAL PIER RD,SHREVEPORT,LA,71119,32.49158477783203,-93.84742737,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 8,1355463700,CM61-BEAD-LA-152-2048,3406 VELVA AVE,SHREVEPORT,LA,71109,32.48025131225586,-93.78166962,50,1000,1000,,1
H,SPECIALISTS HOSPITAL SHREVEPORT,1355464251,CM61-BEAD-LA-152-2048,1500 LINE AVE,SHREVEPORT,LA,71101,32.497432708740234,-93.74684143,50,1000,1000,,1
H,CHRISTUS SCHUMPERT MEDICAL CENTER,1355464731,CM61-BEAD-LA-152-2048,1 SAINT MARY PL,SHREVEPORT,LA,71101,32.49518585205078,-93.74973297,50,1000,1000,,1
S,Bossier Parish Community College Summer Grove,1355465106,CM61-BEAD-LA-152-2048,8924 JEWELLA AVE,SHREVEPORT,LA,71118,32.41502152,-93.80189085,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,1355425808,CM61-BEAD-LA-152-2048,3704 GREENWOOD RD,SHREVEPORT,LA,71109,32.474647521972656,-93.79933167,50,1000,1000,,1
S,BUCKEYE ELEMENTARY SCHOOL,1413593690,CM61-BEAD-LA-152-2048,642 HIGHWAY 1207,DEVILLE,LA,71328,31.36593246459961,-92.19065094,50,1000,1000,,1
S,PINEVILLE HIGH SCHOOL,1413594036,CM61-BEAD-LA-152-2048,1511 LINE ST,PINEVILLE,LA,71360,31.336191177368164,-92.43240356,50,1000,1000,,1
S,W.P. FOSTER ELEMENTARY SCHOOL,1413601093,CM61-BEAD-LA-152-2048,101 SECOND ST,FRANKLIN,LA,70538,29.784168243408203,-91.49974823,50,1000,1000,,1
F,NORTH HODGE POLICE DEPARTMENT,2000002182,CM61-BEAD-LA-152-2048,5204 QUITMAN HIGHWAY,NORTH HODGE,LA,71247,32.2803,-92.71891,50,1000,1000,,1
S,RENE A. ROST MIDDLE SCHOOL,2000002184,CM61-BEAD-LA-152-2048,112 W SIXTH ST,KAPLAN,LA,70548,30.00272,-92.28391,50,1000,1000,,1
S,WEST LEESVILLE ELEMENTARY SCHOOL,2000002196,CM61-BEAD-LA-152-2048,1200 ABE ALLEN MEMORIAL DR,LEESVILLE,LA,71446,31.14166,-93.28197,50,1000,1000,,1
S,MONTGOMERY HIGH SCHOOL,2000002198,CM61-BEAD-LA-152-2048,900 HARRISON DR,MONTGOMERY,LA,71454,31.67559,-92.8852,50,1000,1000,,1
F,EAST HODGE POLICE DEPARTMENT,2000002256,CM61-BEAD-LA-152-2048,6011 MAIN ST,EAST HODGE,LA,71247,32.2782,-92.71466,50,1000,1000,,1
F,ALCO HUTTON VOLUNTEER FIRE DEPARTMENT,2000002278,CM61-BEAD-LA-152-2048,118 BRADY RD,SIMPSON,LA,71474,31.26484,-93.00507,50,1000,1000,,1
F,LITTLE CHAPEL VOLUNTEER FIRE DEPARTMENT,2000002299,CM61-BEAD-LA-152-2048,13007 STATE HIGHWAY 3093,KAPLAN,LA,70548,29.96487,-92.41165,50,1000,1000,,1
F,KLONDIKE VOLUNTEER FIRE DEPARTMENT,2000002326,CM61-BEAD-LA-152-2048,430 VETERANS MEMORIAL DR,GUEYDAN,LA,70542,30.02559,-92.50995,50,1000,1000,,1
F,LACAMP VOLUNTEER FIRE DEPARTMENT STATION 15,2000002332,CM61-BEAD-LA-152-2048,6413 STATE ROUTE 121,LEESVILLE,LA,71446,31.16736,-92.92409,50,1000,1000,,1
L,ALLEN MEMORIAL LIBRARY,2000002367,CM61-BEAD-LA-152-2048,RADIO RD BLDG 400,LEESVILLE,LA,71459,31.05171,-93.21163,50,1000,1000,,1
F,GRANT PARISH FIRE DISTRICT 4,2000002403,CM61-BEAD-LA-152-2048,4560 STATE HIGHWAY 500,GEORGETOWN,LA,71432,31.77708,-92.4896,50,1000,1000,,1
L,BRANCH LOREAUVILLE LIBRARY,2000002407,CM61-BEAD-LA-152-2048,445 E MAIN ST,NEW IBERIA,LA,70560,30.00311,-91.81351,50,1000,1000,,1
F,LEESVILLE FIRE DEPARTMENT - SUBSTATION,2000002459,CM61-BEAD-LA-152-2048,2202 JEAN ST,LEESVILLE,LA,71446,31.13439,-93.28442,50,1000,1000,,1
S,JONESBORO-HODGE ELEMENTARY SCHOOL,2000002464,CM61-BEAD-LA-152-2048,2105 S POLK ST,JONESBORO,LA,71251,32.22572,-92.71399,50,1000,1000,,1
S,WESTON HIGH SCHOOL,2000002470,CM61-BEAD-LA-152-2048,213 HIGHWAY 505,JONESBORO,LA,71251,32.24024,-92.60722,50,1000,1000,,1
F,JEANERETTE VOLUNTEER FIRE DEPARTMENT STATION 2,2000002486,CM61-BEAD-LA-152-2048,1820 MARTIN LUTHER KING DR,JEANERETTE,LA,70544,29.91448,-91.67714,50,1000,1000,,1
S,KAPLAN HIGH SCHOOL,2000002491,CM61-BEAD-LA-152-2048,200 E PIRATE LANE,KAPLAN,LA,70548,29.99401,-92.27111,50,1000,1000,,1
F,ANACOCO VOLUNTEER FIRE DEPARTMENT,2000002496,CM61-BEAD-LA-152-2048,4981 MAIN ST,ANACOCO,LA,71403,31.24832,-93.33954,50,1000,1000,,1
F,MED EXPRESS AMBULANCE SERVICE INCORPORATED,2000002506,CM61-BEAD-LA-152-2048,250 2ND ST,COLFAX,LA,71417,31.51462,-92.7117,50,1000,1000,,1
S,POLLOCK ELEMENTARY SCHOOL,2000002507,CM61-BEAD-LA-152-2048,4001 HIGHWAY 8,POLLOCK,LA,71467,31.5175,-92.4572,50,1000,1000,,1
S,ANACOCO ELEMENTARY SCHOOL,2000002521,CM61-BEAD-LA-152-2048,4726 PORT ARTHUR AVE,ANACOCO,LA,71403,31.25478,-93.34825,50,1000,1000,,1
F,ROSEPINE POLICE DEPARTMENT,2000002532,CM61-BEAD-LA-152-2048,18846 JB HALL MEMORIAL HIGHWAY,DERIDDER,LA,70634,30.91038,-93.28523,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - GUEYDAN STATION,2000002544,CM61-BEAD-LA-152-2048,805 8TH ST,GUEYDAN,LA,70542,30.02875,-92.50568,50,1000,1000,,1
F,GRANT PARISH FIRE DISTRICT 3 STATION 1,2000002548,CM61-BEAD-LA-152-2048,705 ELM ST,DRY PRONG,LA,71423,31.57539,-92.52825,50,1000,1000,,1
F,SIMPSON POLICE DEPARTMENT,2000002558,CM61-BEAD-LA-152-2048,4464 STATE HIGHWAY 8,LEESVILLE,LA,71446,31.14371,-93.29823,50,1000,1000,,1
F,KAPLAN POLICE DEPARTMENT,2000002561,CM61-BEAD-LA-152-2048,413 N CUSHING AVE,KAPLAN,LA,70548,30.00092,-92.2842,50,1000,1000,,1
F,SAVAGE FORKS VOLUNTEER FIRE ASSOCIATION STATION 6,2000002565,CM61-BEAD-LA-152-2048,4078 SAVAGE FORKS RD,LEESVILLE,LA,71446,31.05577,-93.33662,50,1000,1000,,1
F,MED EXPRESS AMBULANCE SERVICE INCORPORATED,2000002572,CM61-BEAD-LA-152-2048,1425 HICKORY ST,POLLOCK,LA,71467,31.52651,-92.4156,50,1000,1000,,1
F,NEW LLANO POLICE DEPARTMENT,2000002597,CM61-BEAD-LA-152-2048,211 STANTON ST,NEW LLANO,LA,71461,31.1164,-93.27808,50,1000,1000,,1
S,LOREAUVILLE ELEMENTARY SCHOOL,2000002616,CM61-BEAD-LA-152-2048,318 ED BROUSSARD RD,LOREAUVILLE,LA,70552,30.05794,-91.73075,50,1000,1000,,1
P,GUEYDAN HOUSING AUTHORITY,2000002629,CM61-BEAD-LA-152-2048,808 8th St,Gueydan,LA,70542,30.02882,-92.50583,50,1000,1000,,1
F,VERDA VOLUNTEER FIRE DEPARTMENT,2000002639,CM61-BEAD-LA-152-2048,123 FIREHOUSE RD,ATLANTA,LA,71404,31.69109,-92.7638,50,1000,1000,,1
F,TENSAS PARISH FIRE DISTRICT 1 STATION 4,2000002643,CM61-BEAD-LA-152-2048,197 STATE HIGHWAY 575,NEWELLTON,LA,71357,32.17573,-91.2337,50,1000,1000,,1
F,NATCHITOCHES PARISH FIRE PROTECTION DISTRICT 7 STATION 2,2000002697,CM61-BEAD-LA-152-2048,STATE HIGHWAY 120,MARTHAVILLE,LA,71450,31.69553,-93.32066,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - ERATH STATION,2000002729,CM61-BEAD-LA-152-2048,419 STATE HIGHWAY 14,ERATH,LA,70533,29.95121,-91.98476,50,1000,1000,,1
F,NATCHITOCHES FIRE PROTECTION DISTRICT 8,2000002744,CM61-BEAD-LA-152-2048,472 STATE HIGHWAY 153,ASHLAND,LA,71002,32.14428,-93.10032,50,1000,1000,,1
F,TENSAS PARISH FIRE DISTRICT 1 STATION 10,2000002752,CM61-BEAD-LA-152-2048,2610 STATE HIGHWAY 566,WATERPROOF,LA,71375,31.79905,-91.39976,50,1000,1000,,1
S,FAIRVIEW-ALPHA ELEMENTARY & JUNIOR HIGH SCHOOL,2000002754,CM61-BEAD-LA-152-2048,1439 HIGHWAY 71,CAMPTI,LA,71411,31.93922,-93.1506,50,1000,1000,,1
F,POWHATAN POLICE DEPARTMENT,2000002789,CM61-BEAD-LA-152-2048,291 N RAILRD ST,POWHATAN,LA,71066,31.87378,-93.20059,50,1000,1000,,1
F,TENSAS PARISH FIRE DISTRICT 1 STATION 1,2000002824,CM61-BEAD-LA-152-2048,105 VERONA ST,NEWELLTON,LA,71357,32.07411,-91.23553,50,1000,1000,,1
F,NEWELLTON POLICE DEPARTMENT,2000002825,CM61-BEAD-LA-152-2048,110 S MAIN ST,NEWELLTON,LA,71357,32.07392,-91.23461,50,1000,1000,,1
F,GRANT PARISH SHERIFFS DEPARTMENT,2000002848,CM61-BEAD-LA-152-2048,205 CYPRESS ST,COLFAX,LA,71417,31.51537,-92.71281,50,1000,1000,,1
F,DRY FORK VOLUNTEER FIRE DEPARTMENT,2000002864,CM61-BEAD-LA-152-2048,185 STATE HIGHWAY 111,LEESVILLE,LA,71446,31.22879,-93.21415,50,1000,1000,,1
F,NORTHWESTERN STATE UNIVERSITY OF LOUISIANA POLICE,2000002868,CM61-BEAD-LA-152-2048,175 SAM SIBLEY DR,NATCHITOCHES,LA,71457,31.75042,-93.0975,50,1000,1000,,1
S,LINCOLN PREPARATORY SCHOOL,2000002885,CM61-BEAD-LA-152-2048,407 CENTRAL AVE,GRAMBLING,LA,71245,32.52398,-92.70994,50,1000,1000,,1
S,GOLDONNA ELEMENTARY & JUNIOR HIGH SCHOOL,2000002886,CM61-BEAD-LA-152-2048,248 ASH ST,GOLDONNA,LA,71031,32.01947,-92.91182,50,1000,1000,,1
F,WATERPROOF POLICE DEPARTMENT,2000002909,CM61-BEAD-LA-152-2048,503 MAIN ST,WATERPROOF,LA,71375,31.80698,-91.38174,50,1000,1000,,1
H,GRANT PARISH HEALTH UNIT,2000002941,CM61-BEAD-LA-152-2048,340A WEBB SMITH DR,COLFAX,LA,71417,31.52127,-92.68887,50,1000,1000,,1
F,GRANT PARISH DISTRICT 5 VOLUNTEER FIRE DEPARTMENT,2000002949,CM61-BEAD-LA-152-2048,4141 STATE HIGHWAY 8,POLLOCK,LA,71467,31.51384,-92.46814,50,1000,1000,,1
F,IBERIA PARISH FIRE DISTRICT 1 STATION 300 - COTEAU VOLUNTEER FIRE DEPARTMENT,2000002983,CM61-BEAD-LA-152-2048,4715 STATE HIGHWAY 88,NEW IBERIA,LA,70560,30.05081,-91.92005,50,1000,1000,,1
F,LOUISIANA TECH UNIVERSITY POLICE,2000002989,CM61-BEAD-LA-152-2048,"305 WISTERIA ST, PO BOX 3003",RUSTON,LA,71270,32.52681,-92.64909,50,1000,1000,,1
