type,entity_name,location_id,entity_number,cms_number,frn,project_id,address_primary,city,state,zip_code,latitude,longitude,classification,technology,upload_speed_anticipated,download_speed_anticipated,low_latency
S,TANGLEWOOD ELEMENTARY SCHOOL,1345777932,,,,CM61-BEAD-LA-2260,9352 RUSTLING OAKS,BATON ROUGE,LA,70818,30.533329010009766,-91.07428741455078,0,50,1000,1000,1
L,BRANCH GHEENS LIBRARY,1293318336,,,,CM61-BEAD-LA-2260,161 S LEON DR,GHEENS,LA,70355,29.699941635131836,-90.48751831054688,0,50,1000,1000,1
F,SPRINGFIELD VOLUNTEER FIRE DEPARTMENT,1061953992,,,,CM61-BEAD-LA-2260,32280 TERRY ST,SPRINGFIELD,LA,70462,30.42515754699707,-90.54737854003906,0,50,1000,1000,1
F,CENTRAL FIRE PROTECTION DISTRICT 4 STATION 32,1345654688,,,,CM61-BEAD-LA-2260,4864 MONTICELLO BOULEVARD,BATON ROUGE,LA,70814,30.495668411254883,-91.05068969726562,0,50,1000,1000,1
S,LEE ROAD JUNIOR HIGH SCHOOL,1303071649,,,11792645,CM61-BEAD-LA-2247,79131 HIGHWAY 40,COVINGTON,LA,70435,30.581241607666016,-90.076171875,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 9,1355501113,,,,CM61-BEAD-LA-2260,7009 SAINT VINCENT AVE,SHREVEPORT,LA,71106,32.441200256347656,-93.75845336914062,0,50,1000,1000,1
F,PINEVILLE FIRE DEPARTMENT STATION 1,1119609078,,,,CM61-BEAD-LA-2260,909 COLLEGE DR,PINEVILLE,LA,71360,31.323575973510742,-92.43119812011719,0,50,1000,1000,1
F,BAYOU CANE VOLUNTEER FIRE DEPARTMENT STATION 2,1293487004,,,,CM61-BEAD-LA-2260,4617 W PARK AVE,GRAY,LA,70359,29.668071746826172,-90.77284240722656,0,50,1000,1000,1
S,METAIRIE PARK COUNTRY DAY SCHOOL,1357757816,,,14275044,CM61-BEAD-LA-3975,300 PARK RD,METAIRIE,LA,70005,29.98297691345215,-90.1319808959961,0,40,1000,1000,1
S,PHOENIX MAGNET ELEMENTARY SCHOOL,1119592638,,,,CM61-BEAD-LA-2260,4500 LINCOLN RD,ALEXANDRIA,LA,71302,31.26643180847168,-92.43267822265625,0,50,1000,1000,1
S,Bossier Parish Community College Natchitoches Parish Library,1118347197,,,,CM61-BEAD-LA-2260,450 2ND ST,NATCHITOCHES,LA,71457,31.75933295,-93.08866253,0,50,1000,1000,1
H,REEVES MEMORIAL MEDICAL CENTER,1053550976,,,,CM61-BEAD-LA-2331,409 FIRST ST,BERNICE,LA,71222,32.8238410949707,-92.65666198730469,0,50,1000,1000,1
L,NATCHITOCHES PARISH LIBRARY,1118347197,,,11795077,CM61-BEAD-LA-2260,450 2ND ST,NATCHITOCHES,LA,71457,31.75933265686035,-93.08866119384766,0,50,1000,1000,1
F,LOREAUVILLE VOLUNTEER FIRE DEPARTMENT,1293217741,,,,CM61-BEAD-LA-2260,119 BRIDGE ST,LOREAUVILLE,LA,70552,30.056377410888672,-91.73973846435547,0,50,1000,1000,1
S,HOUMA CHRISTIAN SCHOOL,1293460949,,,,CM61-BEAD-LA-2260,109 VALHI BLVD,HOUMA,LA,70360,29.581117630004883,-90.73284912109375,0,50,1000,1000,1
F,SAINT GEORGE FIRE PROTECTION DISTRICT STATION 66,1345673382,,,,CM61-BEAD-LA-2260,16415 GEORGE O NEAL RD,BATON ROUGE,LA,70817,30.40749740600586,-91.00402069091797,0,50,1000,1000,1
H,Ochsner Health Center - Jennings,1063527544,,19-0053,,CM61-BEAD-LA-2260,1322 ELTON RD,JENNINGS,LA,70546,30.23433845,-92.66178484,0,50,1000,1000,1
S,JCFA,1357669041,,,,CM61-BEAD-LA-2247,475 MANHATTAN BOULEVARD,HARVEY,LA,70058,29.90974235534668,-90.06951141357422,0,50,1000,1000,1
H,CHRISTUS SCHUMPERT MEDICAL CENTER,1355464731,,,,CM61-BEAD-LA-2260,1 SAINT MARY PL,SHREVEPORT,LA,71101,32.49518585205078,-93.7497329711914,0,50,1000,1000,1
S,NEW VISION LEARNING ACADEMY,1310674939,,,,CM61-BEAD-LA-2260,507 SWAYZE ST,MONROE,LA,71201,32.51290512084961,-92.08550262451172,0,50,1000,1000,1
S,THE CHARTWELL CENTER,1353906040,,,,CM61-BEAD-LA-3975,1225 MAGAZINE ST,NEW ORLEANS,LA,70130,29.93878173828125,-90.07151794433594,0,40,1000,1000,1
F,WEST BATON ROUGE PARISH JAIL,1067123518,,,,CM61-BEAD-LA-2247,1150 NW DR,PORT ALLEN,LA,70767,30.501197814941406,-91.21641540527344,0,50,1000,1000,1
S,AVOYELLES HIGH SCHOOL,1413544572,,,11782604,CM61-BEAD-LA-2260,287 MAIN ST,MOREAUVILLE,LA,71355,31.035669326782227,-91.97313690185547,0,50,1000,1000,1
H,"TRI PARISH REHABILITATION HOSPITAL, LLC",1287853169,,,,CM61-BEAD-LA-2260,8088 HAWKS RD,LEESVILLE,LA,71446,30.940776824951172,-93.28443145751953,0,50,1000,1000,1
S,EPISCOPAL SCHOOL OF ACADIANA,1304364451,,,,CM61-BEAD-LA-2260,721 E KALISTE SALOOM RD,LAFAYETTE,LA,70508,30.198867797851562,-92.00489044189453,0,50,1000,1000,1
S,LAKEVIEW JR./SR. HIGH SCHOOL,1118336192,,,,CM61-BEAD-LA-3913,7305 HIGHWAY 9,CAMPTI,LA,71411,31.9234676361084,-93.08795928955078,0,50,1000,1000,1
S,NORTHWOOD HIGH SCHOOL,1388291660,,,11893427,CM61-BEAD-LA-2260,5939 OLD MOORINGSPORT RD,SHREVEPORT,LA,71107,32.60064697265625,-93.85011291503906,0,50,1000,1000,1
S,JESSIE D. CLIFTON ELEMENTARY SCHOOL,1305792254,,,,CM61-BEAD-LA-2260,100 N PRATER ST,LAKE CHARLES,LA,70601,30.239652633666992,-93.19229125976562,0,50,1000,1000,1
F,FAUBOURG VOLUNTEER FIRE DEPARTMENT,1014489590,,,,CM61-BEAD-LA-2221,2923 FAUBOURG RD,VILLE PLATTE,LA,70586,30.713647842407227,-92.19480895996094,0,50,1000,1000,1
H,WEBSTER PARISH PUBLIC HEALTH EXTENSION,1144408664,,,,CM61-BEAD-LA-2260,1200 W HOMER RD,MINDEN,LA,71055,32.62349319458008,-93.25364685058594,0,50,1000,1000,1
S,"Baton Rouge Community College, Acadian Campus",1345722855,,,,CM61-BEAD-LA-2260,3250 N ACADIAN THRUWAY,BATON ROUGE,LA,70805,30.47705072,-91.15543921,0,50,1000,1000,1
S,LOUISIANA DELTA COMMUNITY COLLEGE,1387831028,,,,CM61-BEAD-LA-2260,7500 MILLHAVEN RD,MONROE,LA,71203,32.49546813964844,-92.03140258789062,0,50,1000,1000,1
S,LAKEVIEW ANNEX,1118336192,,,,CM61-BEAD-LA-3913,7305 HIGHWAY 9,CAMPTI,LA,71411,31.9234676361084,-93.08795928955078,0,50,1000,1000,1
S,HUNTINGTON HIGH SCHOOL,1355441534,,,,CM61-BEAD-LA-2260,6801 RASBERRY LANE,SHREVEPORT,LA,71129,32.44771194458008,-93.85635375976562,0,50,1000,1000,1
F,LINCOLN PARISH FIRE PROTECTION DISTRICT 1,1091109453,,,,CM61-BEAD-LA-4047,4786 US HIGHWAY 167,DUBACH,LA,71235,32.60106658935547,-92.64865112304688,0,50,1000,1000,1
S,EIGHTY-FIRST STREET ECE CENTER,1355483297,,,11888872,CM61-BEAD-LA-2260,8108 FAIRFIELD AVE,SHREVEPORT,LA,71106,32.43003845214844,-93.75086212158203,0,50,1000,1000,1
S,JEFFERSON ISLAND ROAD ELEMENTARY,1293251145,,,17295049,CM61-BEAD-LA-2260,6007 JEFFERSON ISLAND RD,NEW IBERIA,LA,70560,29.99370574951172,-91.91532897949219,0,50,1000,1000,1
H,PHYSICIANS BEHAVIORAL HOSPITAL,1355455491,,,,CM61-BEAD-LA-2260,2025 DESOTO ST,SHREVEPORT,LA,71103,32.47297668457031,-93.77108764648438,0,50,1000,1000,1
F,NORTH BIENVILLE FIRE PROTECTION DISTRICT STATION 8,1077409855,,,,CM61-BEAD-LA-2247,198 BACK FORTY RD,ARCADIA,LA,71001,32.580482482910156,-92.90116882324219,0,50,1000,1000,1
S,MELROSE ELEMENTARY SCHOOL,1345646008,,,,CM61-BEAD-LA-2260,1348 VALCOUR ST,BATON ROUGE,LA,70806,30.4617919921875,-91.13523864746094,0,50,1000,1000,1
S,MINNIE RUFFIN ELEMENTARY SCHOOL,1310642605,,,,CM61-BEAD-LA-2260,1801 PARKVIDW DR,MONROE,LA,71202,32.48747253417969,-92.08760833740234,0,50,1000,1000,1
P,Grambling Housing Authority,1388001297,,,,CM61-BEAD-LA-2260,596 COLLEGE AVE,GRAMBLING,LA,71245,32.52733075,-92.7293176,0,50,1000,1000,1
H,Ochsner LSU Health Shreveport - Fairfield Medical Office Building,1355477288,,19-0317,,CM61-BEAD-LA-2260,1783 MARYCREST AVE,SHREVEPORT,LA,71101.0,32.49439845,-93.75155182,0,50,1000,1000,1
S,ZACHARY CHRISTIAN ACADEMY,1345776677,,,,CM61-BEAD-LA-2260,11950 MILLDALE RD,ZACHARY,LA,70791,30.66484832763672,-91.03929138183594,0,50,1000,1000,1
S,IDEA OSCAR DUNN,1353929736,,,,CM61-BEAD-LA-3975,12000 HAYNE BLVD,NEW ORLEANS,LA,70128,30.057340621948242,-89.9671401977539,0,40,1000,1000,1
C,THE TERRACES ON TULANE HAP,1353912966,,,,CM61-BEAD-LA-3975,3615 TULANE AVE,NEW ORLEANS,LA,70119.0,29.96693061,-90.10103987,0,40,1000,1000,1
S,EAST IBERVILLE ELEMENTARY/HIGH SCHOOL,1287249946,,,,CM61-BEAD-LA-2260,3285 HIGHWAY 75,SAINT GABRIEL,LA,70776,30.260597229003906,-91.10374450683594,0,50,1000,1000,1
S,RUSTON JUNIOR HIGH SCHOOL,1091123703,,,,CM61-BEAD-LA-2260,481 TARBUTTON RD,RUSTON,LA,71270,32.54341125488281,-92.6755142211914,0,50,1000,1000,1
H,OCHSNER MEDICAL CENTER - BATON ROUGE,1345741655,,,,CM61-BEAD-LA-2260,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,30.442771911621094,-90.9999008178711,0,50,1000,1000,1
F,EAST GIBSON VOLUNTEER FIRE DEPARTMENT,1293455422,,,,CM61-BEAD-LA-2260,5218 N BAYOU BLACK DR,GIBSON,LA,70356,29.631549835205078,-90.92721557617188,0,50,1000,1000,1
S,Youth Empowerment Project (NOPLAY) YEP Educates - East,1353929736,,,,CM61-BEAD-LA-3975,12000 HAYNE BLVD,NEW ORLEANS,LA,70128,30.05734075,-89.96713948,0,40,1000,1000,1
H,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS - GRETNA,1357670258,,,,CM61-BEAD-LA-2247,229 BELLEMEADE BLVD,GRETNA,LA,70056,29.891141891479492,-90.03744506835938,0,50,1000,1000,1
S,LAKE CASTLE PRIVATE SCHOOL,1413595142,,,,CM61-BEAD-LA-3975,8400 HAYNE BLVD,NEW ORLEANS,LA,70127,30.041851043701172,-89.9990234375,0,40,1000,1000,1
F,WELSH POLICE DEPARTMENT,1063536329,,,,CM61-BEAD-LA-2260,201 W S ST,WELSH,LA,70591,30.227821350097656,-92.82275390625,0,50,1000,1000,1
F,BOSSIER CITY FIRE DEPARTMENT,1315861749,,,,CM61-BEAD-LA-2260,620 BENTON RD,BOSSIER CITY,LA,71111,32.52546691894531,-93.71327209472656,0,50,1000,1000,1
S,ST MARYS CATHOLIC SCHOOL,1118348716,,,,CM61-BEAD-LA-2260,1101 E 5TH ST,NATCHITOCHES,LA,71457,31.769081115722656,-93.07720947265625,0,50,1000,1000,1
S,PARK PLACE PREMIER BARBER SCHOOL,1353984779,,,,CM61-BEAD-LA-3975,3024 GENTILLY BOULEVARD,NEW ORLEANS,LA,70122,29.99724769592285,-90.06098175048828,0,40,1000,1000,1
F,BOSSIER CITY POLICE DEPARTMENT,1315861749,,,,CM61-BEAD-LA-2260,620 BENTON RD,BOSSIER CITY,LA,71111,32.52546691894531,-93.71327209472656,0,50,1000,1000,1
F,BALL POLICE DEPARTMENT,1413593246,,,,CM61-BEAD-LA-2260,100 MUNICIPAL DR,BALL,LA,71405,31.407548904418945,-92.40924072265625,0,50,1000,1000,1
F,BATON ROUGE FIRE DEPARTMENT STATION 19,1345734412,,,,CM61-BEAD-LA-2260,11010 COURSEY BOULEVARD W,BATON ROUGE,LA,70816,30.414487838745117,-91.05834197998047,0,50,1000,1000,1
S,NORTH DESOTO HIGH SCHOOL,1096076242,,,,CM61-BEAD-LA-2260,2571 HIGHWAY 171,STONEWALL,LA,71078,32.23400115966797,-93.82771301269531,0,50,1000,1000,1
L,BRANCH & SMITH LAND COMPANY LLC,1144424070,,,,CM61-BEAD-LA-4047,209 WILLOW ST,SPRINGHILL,LA,71075,33.00926208496094,-93.4645767211914,0,50,1000,1000,1
H,P AND S SURGICAL HOSPITAL,1310659795,,,,CM61-BEAD-LA-2260,"312 GRAMMONT ST, STE 101",MONROE,LA,71201,32.50081253051758,-92.11394500732422,0,50,1000,1000,1
S,UNITECH TRAINING ACADEMY-LAKE CHARLES,1387876179,,,,CM61-BEAD-LA-2260,2827 4TH AVE,LAKE CHARLES,LA,70601,30.204418182373047,-93.19227600097656,0,50,1000,1000,1
F,WEST BATON ROUGE FIRE SUB - DISTRICT 3 / PORT ALLEN FIRE DEPARTMENT STATION 3,1067127239,,,,CM61-BEAD-LA-2247,5080 ROSEDALE RD,PORT ALLEN,LA,70767,30.46881103515625,-91.27883911132812,0,50,1000,1000,1
S,MESSIAH MONTESSORI,1293470169,,,,CM61-BEAD-LA-2260,1224 MUSEUM DR,HOUMA,LA,70360,29.588748931884766,-90.74176025390625,0,50,1000,1000,1
F,EAST BATON ROUGE PARISH EMERGENCY MEDICAL SERVICES 4,1345734412,,,,CM61-BEAD-LA-2260,11010 COURSEY BOULEVARD W,BATON ROUGE,LA,70816,30.414487838745117,-91.05834197998047,0,50,1000,1000,1
H,SABINE MEDICAL CENTER,1035839528,,,,CM61-BEAD-LA-2260,240 HIGHLAND DR,MANY,LA,71449,31.560466766357422,-93.47148132324219,0,50,1000,1000,1
L,ASSUMPTION PARISH LIBRARY,1129640175,,,,CM61-BEAD-LA-2260,105 CHERRY ST,LABADIEVILLE,LA,70372,29.832216262817383,-90.96092987060547,0,50,1000,1000,1
F,SHREVEPORT POLICE DEPARTMENT DISTRICT 12 SATELLITE STATION,1355452417,,,,CM61-BEAD-LA-2260,"1002 BERT KOUNS INDUSTRIAL LOOP, SERN HILLS RECREATION CENTER",SHREVEPORT,LA,71118,32.4034423828125,-93.78594207763672,0,50,1000,1000,1
H,OUACHITA COMMUNITY HOSPITAL,1310637777,,,,CM61-BEAD-LA-2260,1275 GLENWOOD DR,WEST MONROE,LA,71291,32.50205612182617,-92.14922332763672,0,50,1000,1000,1
H,Ochsner Health Center - Denham Springs,1061938251,,19-0202,,CM61-BEAD-LA-2260,30819 LA HIGHWAY 16,DENHAM SPGS,LA,70726,30.51109612,-90.95701747,0,50,1000,1000,1
F,ADDIS VOLUNTEER FIRE DEPARTMENT STATION 3 MAIN STATION,1067121796,,,,CM61-BEAD-LA-2247,6875 STATE HIGHWAY 1 S,ADDIS,LA,70710,30.36981964111328,-91.25638580322266,0,50,1000,1000,1
S,RICHWOOD HIGH SCHOOL,1310720162,,,,CM61-BEAD-LA-4047,5901 HIGHWAY 165 S,MONROE,LA,71202,32.43207931518555,-92.08943176269531,0,50,1000,1000,1
S,THE BRIGHTON SCHOOL,1345643132,,,,CM61-BEAD-LA-2260,12108 PARKMEADOW AVE,BATON ROUGE,LA,70816,30.405580520629883,-91.04603576660156,0,50,1000,1000,1
H,NEW ORLEANS VA MEDICAL CENTER,1353928542,,,,CM61-BEAD-LA-3975,2400 CANAL ST,NEW ORLEANS,LA,70119,29.961637496948242,-90.08482360839844,0,40,1000,1000,1
S,SOUTH PLAQUEMINES ELEMENTARY SCHOOL,1056514228,,,,CM61-BEAD-LA-2264,218 SCHOOL RD,PORT SULPHUR,LA,70083,29.477561950683594,-89.6948471069336,0,50,1000,1000,1
L,Central LA Technical Community College Catahoula Parish Library,1136629579,,,,CM61-BEAD-LA-2331,205 Pond Street,Jonesville,LA,71343,31.62772,-91.81402,0,50,1000,1000,1
F,BOSSIER PARISH FIRE DISTRICT 1 STATION 1,1315870736,,,,CM61-BEAD-LA-4047,4494 US HIGHWAY 80,HAUGHTON,LA,71037,32.55541229248047,-93.57452392578125,0,50,1000,1000,1
H,Ochsner Medical Center - Elmwood,1357761260,,,,CM61-BEAD-LA-2260,1201 S CLEARVIEW PKWY,NEW ORLEANS,LA,70121,29.96262222,-90.18401726,0,50,1000,1000,1
S,HIGHLAND ELEMENTARY SCHOOL,1095496661,,,,CM61-BEAD-LA-2260,1341 DUCK AVE,EUNICE,LA,70535,30.490550994873047,-92.3986587524414,0,50,1000,1000,1
H,SEASIDE BEHAVIORAL CENTER,1353973720,,,,CM61-BEAD-LA-2247,"3601 COLISEUM ST, 6TH FLOOR",NEW ORLEANS,LA,70115,29.92488670349121,-90.09320068359375,0,50,1000,1000,1
S,CENTRAL PARK ELEMENTARY SCHOOL,1315862227,,,,CM61-BEAD-LA-2260,900 CENTRAL PARK BOULEVARD,BOSSIER CITY,LA,71112,32.510169982910156,-93.71383666992188,0,50,1000,1000,1
S,"South Louisiana Community College, Franklin Campus",1109294533,,,,CM61-BEAD-LA-2260,1013 PERRET ST,FRANKLIN,LA,70538,29.79735675,-91.50290696,0,50,1000,1000,1
S,ROSENWALD COLLEGIATE ACADEMY,1353966851,,,,CM61-BEAD-LA-3975,6501 BERKLEY DR,NEW ORLEANS,LA,70131,29.917003631591797,-89.98497009277344,0,40,1000,1000,1
F,WEST BATON ROUGE FIRE SUB - DISTRICT 5 / ERWINVILLE VOLUNTEER FIRE DEPARTMENT STATION 2,1067131339,,,,CM61-BEAD-LA-2250,11321 SECTION RD,PORT ALLEN,LA,70767,30.540300369262695,-91.38603210449219,0,50,1000,1000,1
S,LOUISIANA SPECIAL EDUCATION CENTER,1119582887,,,,CM61-BEAD-LA-2260,5400 COLISEUM BLVD.,ALEXANDRIA,LA,71303,31.296598434448242,-92.49687957763672,0,50,1000,1000,1
S,WEDGEWOOD ELEMENTARY SCHOOL,1345738430,,,,CM61-BEAD-LA-2260,2330 ASPENWOOD AVE,BATON ROUGE,LA,70816,30.43558692932129,-91.01361083984375,0,50,1000,1000,1
S,BALL ELEMENTARY SCHOOL,1119588195,,,,CM61-BEAD-LA-2260,89 CAMP LIVINGSTON RD,BALL,LA,71405,31.4178524017334,-92.40448760986328,0,50,1000,1000,1
S,TRAFTON ACADEMY AT HAMMOND,1413607540,,,,CM61-BEAD-LA-2247,47342 N CHERRY ST,HAMMOND,LA,70401,30.54425048828125,-90.46028900146484,0,50,1000,1000,1
F,VINTON POLICE DEPARTMENT,1305783699,,,,CM61-BEAD-LA-2260,1201 HORRIDGE ST,VINTON,LA,70668,30.192237854003906,-93.58104705810547,0,50,1000,1000,1
F,RAPIDES PARISH DETENTION CENTER III,1119586489,,,,CM61-BEAD-LA-2260,7400 ACADEMY DR,ALEXANDRIA,LA,71303,31.30110740661621,-92.52129364013672,0,50,1000,1000,1
F,RAPIDES PARISH FIRE DISTRICT 2 STATION 3,1119593625,,,,CM61-BEAD-LA-2260,3722 CHURCH ST,ALEXANDRIA,LA,71302,31.274940490722656,-92.43866729736328,0,50,1000,1000,1
S,CENTRAL LOUISIANA SUPPORTS AND SERVICES CENTER,1119582887,,,,CM61-BEAD-LA-2260,5400 COLISEUM BLVD.,ALEXANDRIA,LA,71303,31.296598434448242,-92.49687957763672,0,50,1000,1000,1
L,LOUISIANA DEPARTMENT OF HEALTH AND HOSPITALS,1388143248,,,,CM61-BEAD-LA-2260,242 W SHAMROCK AVE UNIT 1,PINEVILLE,LA,71360,31.3294620513916,-92.4415512084961,0,50,1000,1000,1
H,CONCORDIA PARISH HEALTH UNIT,1287204307,,,,CM61-BEAD-LA-2260,905 MICKEY GILLEY AVE,FERRIDAY,LA,71334,31.629287719726562,-91.5611572265625,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 4,1355437032,,,,CM61-BEAD-LA-2260,2200 MILAM ST,SHREVEPORT,LA,71103,32.50506591796875,-93.77562713623047,0,50,1000,1000,1
S,HARRISONBURG HIGH SCHOOL,1136630933,,,,CM61-BEAD-LA-2331,505 BUSHLEY ST,HARRISONBURG,LA,71340,31.761560440063477,-91.84331512451172,0,50,1000,1000,1
S,DELGADO COMMUNITY COLLEGE,1353946569,,,,CM61-BEAD-LA-3975,615 CITY PARK AVE,NEW ORLEANS,LA,70119,29.984712600708008,-90.10468292236328,0,40,1000,1000,1
F,LINCOLN PARISH SHERIFFS DEPARTMENT,1091113202,,,,CM61-BEAD-LA-2260,100 W TEXAS AVE,RUSTON,LA,71270,32.527095794677734,-92.6387939453125,0,50,1000,1000,1
F,OUACHITA PARISH FIRE PROTECTION DISTRICT 1 STATION 11 - BOSCO,1310717548,,,,CM61-BEAD-LA-2258,226 BLANKSTON RD,MONROE,LA,71202,32.28426742553711,-92.0945816040039,0,50,1000,1000,1
S,ROSELAND MONTESSORI,1313897448,,,,CM61-BEAD-LA-2247,12516 TIME AVE,ROSELAND,LA,70456,30.765872955322266,-90.51634216308594,0,50,1000,1000,1
S,THE GOOD SHEPHERD NATIVITY MISSION SCHOOL,1353997154,,,,CM61-BEAD-LA-3975,353 BARONNE ST,NEW ORLEANS,LA,70112,29.951282501220703,-90.07307434082031,0,40,1000,1000,1
F,RAYNE VOLUNTEER FIRE DEPARTMENT,1293165648,,,,CM61-BEAD-LA-2260,316 S ADAMS AVE,RAYNE,LA,70578,30.233806610107422,-92.2691650390625,0,50,1000,1000,1
L,SHREVE MEMORIAL LIBRARY,1355519352,,,11813383,CM61-BEAD-LA-2260,424 TEXAS ST,SHREVEPORT,LA,71101,32.51332092285156,-93.74970245361328,0,50,1000,1000,1
S,PAT GOINS BENTON ROAD BEAUTY SCHOOL,1387981241,,,,CM61-BEAD-LA-2260,1701 OLD MINDEN RD STE 8,BOSSIER CITY,LA,71111,32.5171012878418,-93.71788024902344,0,50,1000,1000,1
S,JACK P. TIMMONS ELEMENTARY SCHOOL,1355551071,,,,CM61-BEAD-LA-3895,1410 GREENWOOD-MOORINGSPORT RD,SHREVEPORT,LA,71107,32.54706573486328,-93.97522735595703,0,71,1000,1000,1
H,Ochsner Specialty Health Center - Raceland,1388219694,,19-1324,,CM61-BEAD-LA-2260,184 TWIN OAKS DR,RACELAND,LA,70394,29.70079446,-90.5676511,0,50,1000,1000,1
H,Ochsner LSU Health Shreveport - Women's & Children,1355480774,,19-0098,,CM61-BEAD-LA-2260,1602 KINGS HWY,SHREVEPORT,LA,71103,32.48262128,-93.76399006,0,50,1000,1000,1
F,IOWA POLICE DEPARTMENT,1305827283,,,,CM61-BEAD-LA-2260,115 N THOMPSON AVE,IOWA,LA,70647,30.23969841003418,-93.01407623291016,0,50,1000,1000,1
S,KENILWORTH SCIENCE AND TECHNOLOGY CHARTER SCHOOL,1345725015,,,,CM61-BEAD-LA-2260,7600 BOONE DR,BATON ROUGE,LA,70808,30.381128311157227,-91.13296508789062,0,50,1000,1000,1
H,Ochsner Health Center - River Parishes,1073763039,,19-0036,,CM61-BEAD-LA-2260,"502 Rue De Sante, Suite 206",Laplace,LA,70068,30.0719501,-90.5144061,0,50,1000,1000,1
L,ACADIA PARISH LIBRARY,1293140190,,,,CM61-BEAD-LA-2260,311 N VISTA ST,CHURCH POINT,LA,70525,30.406978607177734,-92.21956634521484,0,50,1000,1000,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 18,1355490249,,,,CM61-BEAD-LA-2260,3501 PINES RD,SHREVEPORT,LA,71119,32.482452392578125,-93.866455078125,0,50,1000,1000,1
S,NAPOLEONVILLE MIDDLE SCHOOL,1129652124,,,12025094,CM61-BEAD-LA-2260,4847 HIGHWAY 1,NAPOLEONVILLE,LA,70390,29.94292640686035,-91.02632141113281,0,50,1000,1000,1
H,Ochsner Health Center - River Parishes,1073763039,,19-0036,,CM61-BEAD-LA-2260,"502 Rue De Sante, Suite 105",Laplace,LA,70068,30.0719501,-90.5144061,0,50,1000,1000,1
F,NORTHEAST LOUISIANA AMBULANCE SERVICE,1287231123,,,,CM61-BEAD-LA-2331,233 TAYLOR AVE,WINNSBORO,LA,71295,32.168121337890625,-91.728515625,0,50,1000,1000,1
H,Ochsner Hospital for Orthopedics and Sports Medicine,1357761256,,19-0036,,CM61-BEAD-LA-2247,"1221 South Clearview Parkway, Suites 100, 200, 300",Jefferson,LA,70121,29.9637224,-90.1843731,0,50,1000,1000,1
F,GARYVILLE VOLUNTEER FIRE DEPARTMENT STATION 71,1073754200,,,,CM61-BEAD-LA-2260,418 HISTORIC W ST,GARYVILLE,LA,70051,30.054697036743164,-90.61764526367188,0,50,1000,1000,1
P,THE LL BRANDON TRANSITIONAL HOUSING & CENTER FOR BOYS,1355429935,,,,CM61-BEAD-LA-2260,1 Westwood Cir,Shreveport,LA,71109,32.469341,-93.8244951,0,50,1000,1000,1
S,UNIVERSITY OF LOUISIANA AT MONROE,1310668606,,,,CM61-BEAD-LA-2260,700 UNIVERSITY AVE,MONROE,LA,71209,32.528961181640625,-92.07598876953125,0,50,1000,1000,1
F,CATAHOULA PARISH FIRE DISTRICT 4 / SANDY LAKE VOLUNTEER FIRE DEPARTMENT STATION 1,1136628857,,,,CM61-BEAD-LA-2331,2335 STATE HIGHWAY 923,JONESVILLE,LA,71343,31.575197219848633,-91.97577667236328,0,50,1000,1000,1
F,IBERIA PARISH FIRE DISTRICT 1 STATION 100 HEADQUARTERS,1293242895,,,,CM61-BEAD-LA-2260,2309 AVERY ISLAND RD,NEW IBERIA,LA,70560,29.984359741210938,-91.84671783447266,0,50,1000,1000,1
S,NORTH CORBIN ELEMENTARY SCHOOL,1061986540,,,,CM61-BEAD-LA-2247,32645 N CORBIN,WALKER,LA,70785,30.541818618774414,-90.83056640625,0,50,1000,1000,1
F,LAFOURCHE PARISH FIRE DISTRICT 3 WEST CUT OFF STATION,,,,,CM61-BEAD-LA-2260,14374 W MAIN ST,CUT OFF,LA,70345,29.54511,-90.33947,0,50,1000,1000,1
S,CONCORDIA LUTHERAN SCHOOL,,,,,CM61-BEAD-LA-2247,6700 WBANK EXPY # B,MARRERO,LA,70072,29.84901,-90.11281,0,50,1000,1000,1
S,GRAND COTEAU ELEMENTARY SCHOOL,,,,11970886,CM61-BEAD-LA-2260,238 CHURCH ST,GRAND COTEAU,LA,70541,30.42203,-92.04511,0,50,1000,1000,1
F,IBERIA PARISH FIRE PROTECTION DISTRICT 1 STATION 900 - RYNELLA VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2260,5105 AVERY ISLAND RD,NEW IBERIA,LA,70560,29.95114,-91.87363,0,50,1000,1000,1
H,MERCY REGIONAL MEDICAL CENTER,,,,,CM61-BEAD-LA-2260,800 E MAIN ST,VILLE PLATTE,LA,70586,30.68303,-92.26646,0,50,1000,1000,1
F,LIVINGSTON PARISH FIRE PROTECTION DISTRICT 4,,,,,CM61-BEAD-LA-2247,WEISS RD,WALKER,LA,70785,30.60983,-90.81326,0,50,1000,1000,1
F,ENTERPRISE VOLUNTEER FIRE DEPARTMENT,,,,,CM61-BEAD-LA-2331,STATE HIGHWAY 124,ENTERPRISE,LA,71425,31.90213,-91.89194,0,50,1000,1000,1
